,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
150,20000,500,1,4.67955,2.4112,False
151,20000,500,10,4.67981,2.4099,False
152,20000,500,100,4.68568,2.39137,False
153,6000,600,1000,8.1604,2.31602,True
154,20000,550,1,4.64928,2.30021,False
155,20000,550,10,4.65284,2.29808,False
156,20000,550,100,4.72365,2.26645,False
157,20000,600,1,4.46196,2.19563,False
158,20000,600,10,4.46863,2.19227,False
159,20000,600,100,4.57581,2.14568,False
160,6000,400,10000,4.0467,2.14174,False
161,20000,400,1000,3.95978,2.04121,False
162,6000,450,10000,4.06122,2.01673,False
163,6000,500,10000,3.99235,1.90738,False
164,6000,550,10000,3.96554,1.80635,False
165,20000,450,1000,4.82169,1.77833,False
166,6000,600,10000,3.73676,1.71197,False
167,20000,500,1000,5.18064,1.57342,False
168,20000,550,1000,5.22167,1.4073,True
169,20000,600,1000,5.0551,1.2689,True
170,20000,400,10000,1.63615,0.795118,True
171,20000,450,10000,1.60679,0.75302,True
172,20000,500,10000,1.58596,0.717848,True
173,20000,550,10000,1.52716,0.681868,True
174,20000,600,10000,1.47408,0.652495,True
