,HRS,IPG,TGT,RHT,AMG,LOW,ESS,EQT,APD,NEE,IBM,STX,COH,SPG,JEC,ROK,PCAR,CVX,GPC,MCD,PRU,HON,HAR,DIS,VTR,K,CSCO,PDCO,NFLX,UNH,MRK,EQIX,WM,NTAP,CF,ORCL,GIS,IRM,PEP,AMAT,REGN,STJ,BMY,CERN,DHI,WU,SE,FITB,PGR,C,FOXA,DUK,NI,SLG,STI,VIAB,TMK,NBL,JWN,CMI,CB,FTI,MCO,USB,PX,DTE,HUM,WMT,HCP,RHI,AAP,GD,DVA,XEL,ADBE,HRB,AET,BK,HRL,PNC,SWKS,OMC,EIX,SIG,AVY,PG,AME,BDX,TXT,GE,ABT,DD,MU,SCG,PPL,ETN,HP,AAPL,IP,BSX,USDOLLAR
2014-11-10,67.360,18.405,62.123,61.410,196.160,56.040,192.424,95.437,127.940,98.792,152.516,54.678,31.166,172.152,47.620,107.889,61.694,108.428,93.777,88.418,80.548,92.731,104.697,87.906,63.715,59.918,23.372,42.236,55.324,92.738,54.708,208.069,47.871,39.993,47.350,39.128,47.510,32.748,90.925,21.824,385.970,63.681,55.730,63.420,23.048,17.117,36.987,19.014,25.482,53.238,33.957,75.223,15.514,109.787,38.264,67.292,52.116,54.610,69.634,136.824,94.679,55.860,96.281,41.876,121.457,78.929,130.552,76.045,38.673,54.464,144.729,134.587,74.720,31.709,71.700,30.799,82.496,37.974,26.233,84.235,59.760,68.767,59.737,120.635,46.108,83.181,51.481,125.102,41.965,24.589,41.834,67.800,33.090,53.835,30.821,64.105,78.279,104.682,49.324,13.450,10647.291
2014-11-11,67.521,18.367,62.313,61.300,199.070,56.204,191.902,95.935,127.959,98.035,152.339,54.713,31.525,170.584,47.580,107.994,61.408,108.906,93.843,88.446,80.148,92.455,104.231,88.102,63.632,59.778,23.372,42.351,54.650,93.658,55.229,211.857,47.745,40.106,49.660,39.147,47.603,32.913,90.672,21.737,398.360,63.758,55.644,63.060,23.560,17.145,36.996,19.071,25.321,53.159,34.142,75.087,15.532,108.570,38.197,66.755,52.204,54.523,67.797,136.917,94.326,55.980,96.272,41.971,121.774,77.931,134.475,75.633,38.584,54.425,144.540,135.046,76.130,31.606,71.700,30.827,82.967,37.926,26.373,83.817,59.760,68.880,59.860,119.284,46.032,83.386,51.569,125.550,41.675,24.506,41.986,67.876,33.200,54.101,30.645,63.236,77.926,105.519,49.287,13.410,10647.291
2014-11-12,67.246,18.414,63.261,61.410,200.230,56.418,190.109,93.933,127.836,96.435,151.051,55.165,32.325,168.421,48.400,107.592,61.962,108.180,94.718,88.622,79.356,92.484,104.697,88.023,63.474,59.712,23.335,43.169,54.837,93.648,55.173,212.039,47.765,40.144,49.859,38.828,47.594,33.104,91.103,21.689,401.110,63.661,55.540,63.815,23.619,17.220,36.648,19.203,25.557,52.774,33.859,73.256,15.189,106.705,38.283,66.486,52.283,53.630,70.077,136.814,94.354,55.790,97.018,41.885,121.322,76.152,135.273,75.815,38.521,55.425,145.826,135.046,76.720,31.168,71.410,30.836,82.987,38.205,26.325,83.627,59.779,69.172,59.093,120.842,46.166,83.209,51.481,126.126,41.965,24.636,41.967,67.560,32.910,53.446,30.050,62.950,78.141,107.010,49.683,13.410,10647.299
2014-11-13,66.744,18.405,64.001,61.130,199.010,56.795,190.185,91.272,128.537,95.668,151.863,54.979,31.902,169.593,47.480,103.496,61.545,107.076,94.671,88.762,78.677,92.531,103.493,88.601,64.551,59.825,23.865,43.719,54.201,93.864,55.387,211.829,47.755,38.982,49.998,39.389,47.631,33.383,92.397,21.814,402.630,63.691,54.773,64.530,23.894,16.976,35.613,19.137,25.728,52.793,34.201,72.467,15.068,108.113,38.216,68.358,52.302,52.435,70.462,134.974,94.308,53.980,97.813,41.876,121.803,75.098,136.417,79.395,39.073,55.262,145.557,136.394,77.040,30.991,71.720,30.190,83.026,38.060,26.575,83.427,59.505,69.398,58.411,120.753,46.156,82.391,49.608,126.087,42.024,24.543,42.309,67.627,32.940,53.133,29.925,61.889,72.872,108.520,50.666,13.410,10647.308
2014-11-14,66.849,18.433,64.598,62.360,196.940,56.766,188.810,92.687,127.760,95.275,153.141,55.651,32.352,168.147,47.690,105.372,61.712,107.941,93.861,89.440,78.165,92.274,103.590,88.905,63.762,59.834,24.460,43.274,55.149,93.090,54.950,211.943,47.484,40.106,49.808,39.505,47.463,32.791,91.628,22.007,395.200,62.993,54.915,64.310,23.983,16.957,35.858,18.995,25.538,52.734,34.318,72.577,14.904,107.628,38.004,70.048,52.283,54.494,71.347,135.479,94.103,54.310,97.396,41.685,120.966,75.183,133.815,79.414,38.770,55.185,144.370,136.346,75.660,30.823,71.420,30.462,82.290,38.137,26.253,83.028,61.554,69.803,58.487,119.964,45.628,81.935,50.968,125.980,41.616,24.580,41.569,67.867,32.620,52.715,29.699,62.298,72.159,109.828,50.398,13.360,10647.316
2014-11-17,66.621,18.576,63.650,63.000,195.460,57.067,190.185,92.747,128.803,96.547,153.141,56.643,32.279,168.572,47.230,105.429,61.647,107.412,94.087,89.217,78.007,92.026,103.794,88.523,63.892,61.081,24.594,44.254,54.449,94.421,55.313,214.024,47.484,40.069,50.538,39.815,47.958,32.939,92.285,21.679,399.650,63.167,55.370,64.135,24.091,17.042,36.196,19.000,25.538,52.922,34.543,73.669,15.021,107.694,37.880,71.142,52.332,53.134,70.481,135.217,94.382,54.590,97.474,41.752,121.351,76.341,135.490,79.998,39.295,54.964,145.387,135.763,75.510,31.186,69.970,30.340,84.656,38.195,26.547,82.905,60.916,70.020,59.396,118.279,45.859,81.684,50.337,126.311,41.675,24.720,41.474,67.551,32.290,53.351,29.866,62.428,71.465,109.645,50.777,13.380,10647.329
2014-11-18,67.483,18.813,64.010,63.220,197.760,56.718,190.840,93.265,131.734,96.669,151.023,57.227,32.453,169.243,47.700,106.109,61.628,107.152,94.276,89.626,78.184,92.805,106.125,88.395,64.105,61.512,24.715,44.589,54.433,96.105,55.713,214.825,47.494,39.746,50.479,39.912,48.182,32.835,91.835,21.968,413.220,62.954,55.625,64.300,24.229,16.976,36.272,19.024,25.747,53.159,34.504,73.678,15.006,108.760,38.062,70.806,52.518,53.426,70.721,136.002,94.559,54.650,98.996,41.923,122.860,76.727,137.284,80.209,39.180,55.242,145.796,137.560,75.230,31.457,70.830,30.424,85.579,38.156,26.547,83.047,62.632,70.303,59.377,118.131,46.041,81.786,49.992,127.676,42.324,25.091,41.464,68.212,32.870,53.740,29.849,62.736,71.146,111.069,50.907,13.680,10647.338
2014-11-19,67.540,18.832,68.742,62.940,197.950,60.332,187.662,95.617,134.806,97.015,150.594,57.200,32.582,166.580,47.200,105.439,61.527,108.080,94.351,89.766,78.323,92.556,104.960,87.945,63.632,61.784,24.710,44.340,51.871,94.803,55.480,215.369,46.972,39.670,50.917,39.583,48.490,32.791,92.275,21.881,415.250,62.004,55.730,63.570,24.455,17.051,36.469,18.854,25.661,53.011,34.220,73.742,14.959,108.655,37.793,70.547,52.263,53.192,71.000,134.406,94.967,54.270,97.790,41.838,123.273,76.444,134.593,81.358,38.450,54.656,144.301,137.024,75.120,31.317,70.820,30.480,83.998,38.253,26.633,82.706,62.543,70.557,59.235,118.851,46.012,82.512,50.278,126.867,42.702,25.007,41.208,68.298,32.960,53.768,29.657,62.205,71.209,110.299,50.296,13.090,10647.342
2014-11-20,68.121,18.964,67.500,62.790,198.930,60.497,187.653,95.926,135.319,96.407,149.857,58.015,33.216,168.941,48.750,105.602,61.582,108.859,94.784,89.840,78.230,92.709,105.542,87.044,63.752,61.550,24.915,44.742,52.591,94.793,55.239,212.401,46.739,40.040,51.111,39.583,48.229,32.774,91.947,21.920,406.000,62.295,55.540,63.350,24.888,17.117,36.902,19.000,25.661,52.872,34.269,73.550,15.076,108.684,37.899,70.854,52.489,54.912,72.116,135.176,95.367,55.640,97.644,41.857,123.811,75.908,134.239,80.965,38.415,54.627,144.749,137.388,75.130,31.308,70.440,30.827,84.293,38.416,26.412,82.573,63.377,70.359,58.951,119.866,45.945,82.270,50.199,127.150,42.862,24.942,41.540,68.471,33.210,53.436,29.548,62.689,73.392,111.877,49.759,12.950,10647.350
2014-11-21,68.560,19.078,67.803,62.250,200.940,61.301,190.043,94.700,137.661,97.043,150.119,57.484,33.520,168.544,49.080,108.740,62.036,110.038,95.500,89.877,79.263,94.147,105.591,87.103,64.746,61.391,24.980,44.589,51.469,94.656,55.499,213.461,46.942,40.144,52.105,40.086,48.425,32.765,92.725,22.138,405.250,64.747,55.720,63.600,25.075,17.070,36.902,18.967,25.889,53.011,34.411,73.183,15.127,108.798,37.908,70.768,52.813,56.048,72.232,139.392,95.209,57.000,98.121,41.914,125.474,75.917,134.455,81.032,39.011,54.752,145.048,138.190,74.540,31.420,71.320,31.117,84.793,38.541,26.171,82.497,63.083,70.699,59.140,121.078,46.329,82.391,50.899,127.130,43.450,25.073,41.569,69.161,34.300,53.636,29.757,63.648,74.717,112.031,49.648,12.940,10647.355
2014-11-24,67.702,19.183,67.860,62.340,203.320,61.670,190.261,94.222,137.282,96.557,151.266,58.449,34.393,168.667,47.510,109.333,62.369,109.119,96.187,90.333,80.510,94.185,108.135,88.689,64.755,61.062,25.119,45.594,50.924,94.842,55.118,214.243,47.078,40.448,51.871,40.076,48.098,33.009,92.528,22.511,409.750,65.997,55.787,64.170,25.163,17.070,36.883,19.175,25.870,53.742,34.944,72.504,15.116,109.064,38.331,71.522,53.137,55.057,73.357,138.960,95.507,55.480,98.714,42.295,124.446,75.804,137.826,81.750,38.904,55.061,145.138,138.468,74.490,31.140,71.225,31.239,85.363,38.493,26.075,83.570,64.425,71.726,58.818,121.216,47.174,81.935,50.948,127.842,44.098,25.082,42.052,69.161,34.730,53.275,29.455,64.280,73.566,114.104,49.675,13.140,10647.363
2014-11-25,68.464,19.230,68.362,62.000,203.560,61.001,189.815,93.175,137.851,96.889,150.902,58.413,34.099,169.073,48.330,109.860,62.925,107.783,95.594,90.175,80.116,94.770,105.455,89.737,65.275,61.081,25.352,45.680,49.856,95.821,55.201,216.180,46.923,40.875,51.016,39.805,48.238,32.587,92.763,22.496,413.000,65.745,55.455,63.010,25.114,17.126,36.742,19.052,25.765,53.673,35.735,72.614,15.236,108.855,38.389,71.958,52.940,53.824,73.001,140.115,95.163,53.350,97.081,41.952,123.648,75.672,135.707,81.319,38.939,54.492,145.009,138.200,75.060,31.093,72.000,31.314,85.039,38.551,24.721,83.741,64.171,71.782,59.093,129.692,47.078,82.577,51.205,131.372,43.560,24.952,41.901,68.710,34.800,53.389,29.497,64.653,72.598,113.118,49.944,12.860,10647.372
2014-11-26,68.197,19.320,68.419,62.100,203.170,60.914,191.788,92.139,137.718,97.218,151.079,58.289,33.704,170.660,47.470,109.707,62.388,106.818,95.895,90.240,80.388,94.961,105.610,90.001,65.935,61.344,25.486,45.699,50.166,96.027,55.583,216.114,47.107,40.514,50.844,40.502,48.425,32.920,93.157,23.121,415.840,65.755,55.777,63.700,25.009,17.117,36.939,19.118,25.784,53.475,35.501,73.109,15.280,110.225,38.302,72.227,52.842,52.280,72.857,139.833,95.311,52.180,97.372,42.305,124.830,75.936,135.510,81.348,39.562,54.945,145.268,138.133,76.100,31.252,72.980,31.286,85.334,38.656,25.395,83.646,66.552,72.225,59.292,127.475,47.212,82.651,50.968,137.739,43.161,24.961,41.986,68.509,35.620,53.636,29.531,64.411,70.990,114.464,49.416,12.810,10647.380
2014-11-28,68.293,19.330,70.164,62.150,203.590,61.854,191.978,90.674,136.409,98.339,151.285,58.519,34.127,170.764,46.450,110.434,62.073,101.027,96.781,90.793,79.638,94.952,105.397,90.579,66.446,62.591,25.686,46.091,49.513,96.536,56.187,216.791,47.136,40.372,50.190,41.024,49.266,33.296,93.860,23.295,416.110,65.871,55.957,64.400,25.137,17.397,35.632,18.958,25.784,53.317,35.970,74.220,15.288,110.482,37.935,72.611,52.764,47.763,73.775,136.734,95.776,47.770,98.189,42.133,123.388,76.680,135.983,83.799,39.856,54.771,146.634,138.926,76.530,31.662,73.680,31.491,85.658,38.483,25.569,83.085,66.131,72.819,60.192,129.071,47.519,84.092,50.239,136.832,43.191,24.608,42.233,68.442,35.950,54.120,29.774,63.126,63.520,114.397,49.833,12.870,10647.389
2014-12-01,68.340,19.291,68.979,61.510,201.940,61.205,191.143,91.172,136.656,98.735,150.697,58.373,33.189,170.367,45.970,106.807,62.508,103.681,95.820,89.827,78.448,93.351,103.969,90.765,67.253,62.440,25.640,45.881,48.830,96.956,56.299,213.938,46.904,39.831,49.996,40.705,49.153,34.015,93.457,22.995,408.720,65.261,55.957,64.310,24.752,16.995,34.842,18.609,25.652,52.705,36.439,75.229,15.167,110.681,37.510,71.200,52.322,48.269,73.089,136.471,95.878,47.620,96.886,41.580,122.600,76.755,137.077,82.535,40.407,53.845,146.624,137.397,76.010,31.970,73.750,31.342,85.952,38.051,25.453,82.250,64.465,72.762,60.229,125.494,47.490,83.767,49.933,137.632,42.403,24.171,42.052,68.135,34.990,54.480,29.833,62.531,63.081,110.684,49.027,12.890,10647.401
2014-12-02,67.245,19.577,69.282,61.430,202.130,61.989,192.765,88.949,136.390,99.018,151.751,59.785,32.352,171.755,46.580,110.702,63.203,105.806,96.507,89.199,79.919,93.792,103.755,91.519,67.309,62.903,25.853,46.168,50.330,97.710,56.541,215.112,47.213,39.869,50.203,40.802,49.546,34.094,94.132,23.121,421.240,66.046,56.137,64.395,25.019,17.117,35.039,18.769,25.803,53.702,36.351,75.541,15.295,112.508,38.032,71.181,52.469,49.094,73.205,137.269,96.083,47.760,97.722,42.009,123.456,77.442,138.102,82.707,40.416,54.000,148.029,137.837,75.700,32.334,73.470,32.109,86.738,38.724,25.415,83.114,64.494,73.384,60.854,124.883,48.254,84.688,50.357,137.505,42.034,24.199,42.906,68.720,35.605,54.679,30.067,63.750,62.862,110.261,50.009,12.940,10647.414
2014-12-03,67.045,19.558,69.282,61.430,203.630,62.309,191.864,89.757,137.879,98.339,153.477,59.785,32.571,171.755,46.790,110.702,65.537,105.519,97.953,89.564,81.203,95.814,104.387,91.519,67.309,62.714,25.974,46.483,50.731,97.710,56.355,217.459,47.213,40.932,50.535,40.685,49.536,33.266,92.805,23.121,424.410,66.046,55.938,64.240,25.019,17.117,35.039,18.920,25.756,54.542,36.410,75.201,15.353,112.993,38.032,71.181,52.675,50.638,73.205,141.410,96.129,47.890,97.372,42.247,123.456,77.442,139.669,82.707,40.443,54.279,151.579,138.707,75.690,32.446,73.470,32.268,86.738,38.724,25.405,83.902,64.494,73.432,60.807,124.883,48.254,83.693,50.357,137.505,42.034,24.506,43.343,68.720,36.100,54.679,30.084,65.341,63.921,111.511,50.286,12.940,10647.418
2014-12-04,67.397,19.539,69.481,61.680,202.850,62.552,192.746,86.807,138.278,97.491,153.038,58.502,32.209,171.944,46.310,111.286,65.046,104.192,98.142,89.715,81.438,95.134,104.426,91.284,67.384,62.440,25.807,46.856,50.086,97.553,56.671,219.912,47.639,41.074,50.529,40.521,49.499,33.159,92.267,23.634,423.210,67.199,55.806,63.880,24.230,17.294,34.898,18.995,25.765,54.512,36.781,75.550,15.474,113.326,38.649,71.752,52.479,50.094,73.137,140.809,96.297,47.800,96.206,42.448,124.475,77.800,139.088,81.137,40.541,54.106,152.785,138.468,75.300,32.474,73.030,32.147,87.572,38.820,25.289,83.940,64.494,73.648,60.996,125.858,47.964,84.232,51.008,137.173,42.343,24.236,43.163,69.372,36.070,54.869,29.858,64.662,62.935,111.088,50.722,12.780,10647.427
2014-12-05,67.940,19.568,69.842,61.680,206.000,62.852,191.617,86.837,139.160,96.964,152.311,58.776,32.023,170.792,46.310,109.362,65.065,102.883,97.763,90.324,82.787,95.546,103.115,91.803,65.991,62.732,25.556,46.627,50.131,98.199,57.201,221.095,47.832,41.183,50.224,40.560,49.611,33.115,92.276,24.254,423.230,67.800,57.473,64.040,24.545,17.323,34.926,19.438,25.803,55.402,36.957,74.064,15.277,113.707,39.895,73.831,53.097,49.133,72.992,141.654,96.427,47.010,95.836,43.020,124.494,77.188,142.242,80.525,39.411,54.453,153.712,138.726,75.630,32.213,72.400,32.382,88.976,39.522,25.419,85.660,68.963,73.818,60.258,126.972,48.177,84.046,50.791,135.681,42.194,24.162,42.982,70.043,36.490,54.319,29.539,64.597,61.593,110.617,50.990,12.910,10647.436
2014-12-08,67.902,19.282,69.842,61.680,206.290,64.044,193.249,80.249,138.078,97.661,150.995,58.776,31.624,170.792,44.930,109.362,64.476,99.106,97.318,86.854,82.712,94.645,99.550,91.803,65.991,62.430,25.305,46.464,48.497,98.199,57.564,218.547,47.832,40.439,49.404,40.018,49.434,33.097,92.295,24.254,434.950,67.800,57.492,63.970,24.545,17.323,34.926,19.467,25.822,55.688,36.547,74.889,15.163,114.582,39.895,73.831,53.412,46.239,72.992,138.612,97.588,44.860,94.777,43.248,124.494,77.188,142.488,80.525,39.882,54.077,153.214,138.544,75.870,32.548,72.400,32.062,88.976,39.522,25.492,85.802,67.777,73.893,61.205,126.095,48.177,84.399,50.791,135.681,42.194,23.865,43.371,70.043,36.020,54.319,29.827,63.210,57.008,108.116,50.666,12.910,10647.448
2014-12-09,67.530,19.463,69.785,59.100,206.090,63.802,194.700,79.471,137.301,98.528,152.050,58.210,31.596,172.114,44.400,106.271,65.315,99.301,97.328,85.682,82.628,95.191,105.416,91.000,67.216,62.184,25.482,46.244,49.111,98.875,55.825,219.358,47.339,40.533,48.798,40.502,48.827,33.000,91.682,23.649,432.670,66.860,56.829,64.210,24.289,17.173,34.221,19.495,25.396,55.174,36.273,75.394,15.306,116.323,40.252,71.632,53.215,46.511,72.113,140.115,96.752,46.020,93.367,43.096,122.735,78.421,141.384,79.989,40.060,54.530,157.770,138.601,75.150,32.670,71.565,30.452,87.935,39.647,25.183,86.268,67.846,73.658,61.318,126.252,48.080,84.353,50.347,135.974,41.715,23.763,43.115,69.170,35.655,54.395,30.013,63.750,58.935,109.770,51.157,13.040,10647.465
2014-12-10,66.387,19.215,69.130,58.700,201.980,63.114,195.032,77.239,134.683,95.560,149.736,57.732,31.207,172.568,42.220,102.262,63.268,97.306,96.514,84.406,80.950,93.447,102.532,89.717,67.857,61.211,24.971,46.196,47.760,96.986,55.797,219.234,47.059,39.746,47.254,39.583,48.556,32.796,90.785,23.034,422.930,64.873,56.175,62.530,23.431,16.723,33.055,18.864,25.330,53.811,36.156,75.458,14.893,116.513,39.460,70.086,52.626,44.461,70.905,135.185,95.562,44.000,92.833,42.552,120.717,77.169,139.403,79.433,40.265,54.106,156.763,134.893,74.450,32.343,69.850,30.113,86.080,39.204,24.769,84.320,67.160,73.017,60.826,123.621,48.157,83.693,49.016,133.244,40.419,23.475,42.100,68.279,34.860,53.787,29.623,62.177,56.606,107.683,50.546,12.600,10647.478
2014-12-11,67.283,19.196,69.130,58.700,203.820,63.724,195.316,78.066,135.878,96.540,150.259,57.732,31.986,172.568,42.520,102.262,64.324,97.353,97.782,85.316,84.146,93.821,102.784,89.717,67.857,63.394,25.082,46.072,47.804,96.986,55.620,221.639,47.059,40.031,47.153,39.428,49.013,32.955,90.889,23.034,424.350,64.873,56.554,63.330,23.431,16.723,33.055,18.901,25.415,53.851,36.278,76.045,14.904,116.266,39.460,70.086,52.744,44.083,71.678,135.401,96.008,44.020,93.484,42.610,120.717,77.169,140.428,79.433,40.301,55.022,158.677,136.097,74.510,32.642,69.850,29.906,86.080,39.204,24.986,84.491,68.689,73.045,61.015,125.415,48.157,84.074,49.016,133.244,40.419,23.605,42.185,68.279,35.190,53.787,29.911,62.196,56.323,107.366,50.388,12.600,10647.491
2014-12-12,65.863,18.644,69.130,58.700,194.800,62.862,193.315,78.774,130.937,94.967,144.950,57.732,32.673,172.568,41.010,102.262,62.703,95.005,97.015,84.988,81.213,91.894,100.900,89.580,67.857,62.005,24.957,45.383,47.783,96.986,54.102,215.990,47.059,38.612,46.569,38.644,48.658,32.325,89.426,22.917,416.440,64.873,55.673,61.440,23.658,16.723,33.055,18.600,24.980,52.754,36.068,75.862,14.604,114.525,39.460,70.086,51.183,42.597,71.678,132.302,94.651,42.990,90.859,41.838,120.717,77.084,141.532,79.433,40.345,54.752,159.764,131.328,73.400,32.306,76.020,30.094,85.716,38.378,24.548,83.342,67.728,71.632,60.608,125.119,48.457,83.274,47.902,133.575,40.419,23.122,41.455,66.477,34.000,53.787,29.657,60.232,55.108,105.548,49.212,13.000,10647.499
2014-12-15,65.520,18.453,69.405,58.950,193.260,63.298,191.058,77.697,130.235,94.826,142.786,56.395,32.553,170.310,40.390,98.923,62.527,93.594,96.249,82.962,80.238,91.827,101.201,89.003,67.532,60.550,24.794,45.096,46.720,96.183,53.380,211.724,47.494,38.617,46.417,39.766,48.070,32.778,88.859,22.656,401.010,63.225,55.483,61.590,23.451,15.993,31.126,18.326,24.838,52.151,35.677,74.440,14.352,113.259,38.630,70.163,50.771,41.761,72.876,131.739,95.153,42.750,91.170,41.418,119.092,76.755,141.020,80.352,39.758,55.167,160.521,129.608,72.860,31.951,73.040,30.254,85.098,38.185,24.446,83.057,67.150,71.142,59.860,125.277,48.834,82.949,47.971,132.366,39.571,22.843,41.236,66.400,33.355,53.598,29.149,59.934,55.172,104.100,48.759,12.800,10647.516
2014-12-16,65.110,18.272,68.533,58.230,189.530,62.232,191.285,77.359,129.761,95.221,141.247,56.005,32.460,169.205,40.180,100.310,62.721,94.374,96.873,83.206,79.413,92.374,99.735,88.288,66.854,60.559,24.706,45.077,45.206,93.815,53.239,209.968,47.774,38.569,46.582,39.302,47.753,32.973,87.396,23.102,396.130,62.314,54.668,60.970,23.046,15.871,31.390,18.195,24.374,50.551,35.393,73.963,14.286,112.936,38.369,69.376,50.673,42.305,72.306,130.021,94.863,43.220,89.800,41.084,118.477,77.254,139.117,79.414,39.607,54.694,156.533,130.363,72.770,31.923,72.320,29.755,84.087,38.089,24.153,82.497,66.768,70.491,59.832,123.039,48.457,83.097,48.040,130.699,39.392,22.750,41.180,65.777,32.915,54.698,28.963,60.651,55.245,102.676,48.574,12.950,10647.529
2014-12-17,66.654,18.653,69.756,59.480,202.540,63.908,194.406,79.651,133.687,97.143,141.732,57.546,33.184,172.823,41.080,103.276,63.907,98.383,98.379,85.954,81.297,93.600,101.434,89.473,68.024,61.259,24.915,45.909,47.664,97.035,54.017,214.405,47.929,38.759,48.058,39.815,48.743,34.241,88.463,23.688,410.990,63.594,56.090,62.420,23.855,16.358,32.707,18.468,24.781,51.815,36.390,74.651,14.725,116.304,39.152,70.634,52.047,46.559,73.205,131.852,96.360,44.320,93.970,41.866,121.562,78.835,141.266,80.630,40.203,55.572,159.066,131.156,74.330,32.418,73.995,30.904,85.599,38.791,24.504,84.957,69.414,71.848,60.504,125.464,48.534,84.343,49.401,133.390,40.549,22.908,41.996,67.349,33.830,55.761,29.505,60.381,59.382,105.240,49.499,13.020,10647.542
2014-12-18,68.121,18.948,70.771,61.500,212.130,64.557,197.517,82.222,136.997,99.338,147.096,59.847,33.815,175.174,42.240,106.635,65.354,101.176,99.866,87.848,84.277,96.447,106.290,90.677,67.458,62.373,25.696,46.646,47.774,100.069,55.283,217.774,49.196,40.533,48.545,43.868,49.975,35.723,90.011,24.225,423.790,65.164,57.606,63.730,24.131,16.648,34.033,18.930,25.330,53.445,36.899,76.155,15.189,117.103,40.272,72.717,53.441,47.997,74.895,135.213,97.159,45.160,95.020,43.220,125.378,80.464,146.923,82.267,39.945,56.893,160.252,133.632,75.200,32.978,74.890,31.544,88.495,39.522,25.063,87.730,71.737,72.602,61.347,127.869,49.375,85.552,51.550,136.930,41.886,23.568,43.428,69.238,34.450,56.701,30.369,62.773,60.670,108.356,50.138,13.260,10647.559
2014-12-19,69.417,19.139,70.116,68.040,211.160,64.829,197.431,80.319,139.454,99.734,147.870,60.546,33.871,173.342,43.250,106.970,65.072,104.795,100.254,87.426,84.155,96.955,103.017,90.951,67.495,63.129,25.807,46.904,48.589,100.314,55.845,223.405,49.119,40.742,49.779,44.497,50.256,35.262,90.087,24.109,427.640,65.106,58.089,64.370,24.486,16.854,34.870,18.911,25.141,53.357,37.641,76.008,15.247,115.847,40.503,72.890,53.461,49.716,74.490,134.330,97.394,48.200,94.320,43.086,124.994,80.718,144.361,81.520,40.114,56.565,159.365,133.641,75.940,33.024,74.450,32.476,89.192,39.272,25.183,87.113,71.257,72.762,61.366,127.997,50.236,85.599,51.619,136.325,42.604,24.018,43.694,70.254,34.490,56.587,30.496,64.364,65.620,107.519,49.981,13.150,10647.576
2014-12-22,70.218,19.187,70.638,68.890,213.760,65.740,201.889,77.388,140.203,99.799,150.604,60.750,34.344,177.054,43.520,107.544,65.025,103.960,100.803,88.055,84.605,97.003,101.726,92.234,69.026,63.158,26.225,46.981,48.097,100.852,55.264,222.927,49.448,40.742,50.625,44.158,50.788,34.827,91.200,24.603,412.970,65.329,57.862,65.040,24.604,16.901,34.522,18.986,25.311,53.307,38.091,76.706,15.357,116.694,40.677,73.331,54.001,49.483,74.895,136.434,97.103,47.640,95.632,43.506,126.233,81.170,144.233,82.688,40.550,56.777,158.956,135.142,76.350,33.257,74.500,31.780,88.770,39.368,25.506,87.246,72.943,73.038,61.782,127.445,50.110,86.110,52.388,136.510,42.793,24.102,43.998,71.068,34.635,56.729,30.504,64.280,63.867,108.635,50.120,13.100,10647.597
2014-12-23,70.103,19.587,70.818,70.450,214.070,65.837,201.624,78.146,140.914,100.157,151.350,60.768,34.530,175.996,44.520,108.405,65.270,105.741,102.100,88.364,85.730,97.741,102.153,92.713,68.181,63.526,26.253,46.694,48.061,100.666,53.624,221.381,49.535,40.643,52.156,44.506,50.816,34.978,91.899,24.603,394.050,63.972,56.061,65.310,24.466,16.967,34.578,19.391,25.529,53.762,37.866,76.770,15.383,115.990,41.140,74.186,54.403,47.569,76.055,136.838,98.165,47.410,95.263,43.763,126.954,81.339,142.606,82.956,39.544,56.768,160.761,135.056,75.990,33.332,74.380,31.827,87.827,39.925,25.651,88.272,71.943,73.654,61.877,129.160,50.487,86.752,53.028,135.009,43.172,24.261,43.381,72.075,34.970,56.843,30.818,64.578,62.022,108.251,50.499,13.060,10647.610
2014-12-24,70.122,19.530,70.780,70.920,213.800,65.420,199.859,77.179,140.914,101.721,150.958,60.918,34.316,174.844,44.460,108.061,65.241,105.296,101.901,87.998,85.702,97.722,102.260,92.449,67.345,63.318,26.300,46.675,48.871,100.500,53.858,222.508,49.486,40.619,51.564,44.719,50.722,35.164,91.644,24.458,400.120,64.621,56.052,65.100,24.457,16.920,34.494,19.401,25.482,53.880,37.837,77.953,15.741,115.086,40.967,73.821,54.167,47.103,75.494,136.922,98.099,47.310,95.545,43.611,126.618,82.779,142.301,82.736,39.144,56.816,159.803,135.275,76.060,34.085,74.740,31.751,87.965,39.695,25.569,87.939,72.845,73.388,63.212,128.766,50.410,86.612,53.216,136.413,42.893,24.214,43.362,71.692,34.910,58.191,31.326,64.494,61.419,107.741,50.148,13.130,10647.614
2014-12-26,70.303,19.682,71.169,71.090,213.760,65.410,200.628,75.604,141.426,102.955,151.443,60.865,34.455,174.381,44.560,108.137,64.969,105.092,102.129,88.889,85.495,97.405,104.571,93.046,67.946,63.309,26.346,46.646,48.579,100.372,54.158,222.126,49.680,40.372,51.399,44.593,50.788,35.324,91.606,24.399,413.480,64.427,56.459,65.710,24.565,16.939,34.710,19.401,25.567,53.771,38.013,78.724,16.106,116.094,41.005,73.840,54.246,45.860,75.523,137.589,98.155,47.640,95.214,43.601,127.089,84.078,142.981,83.196,39.384,56.575,159.574,135.132,76.220,34.414,74.670,31.676,88.210,39.695,25.530,87.873,73.011,73.474,63.961,128.943,50.864,86.910,53.216,135.867,42.943,24.168,43.504,72.017,35.000,59.092,31.622,64.615,61.364,109.645,50.259,13.170,10647.619
